,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000130939.19,UBE4B,10277,1,1,10032832,10181239,0.141025794,6.101138363,1.30005153,0.267466826,0.484022779
ENSG00000130940.15,CASZ1,54897,1,-1,10636604,10796650,0.487546247,4.583837436,8.195067012,0.009521275,0.068860057
ENSG00000130943.6,PKDREJ,10343,22,-1,46255663,46263343,1.012817424,0.369071203,6.064006623,0.022842452,0.115521436
ENSG00000130956.14,HABP4,22927,9,1,96450169,96491336,-0.007832752,4.845335573,0.005236049,0.943022567,0.969296473
ENSG00000130958.13,SLC35D2,11046,9,-1,96313444,96383711,-0.087881109,5.458443716,0.31432743,0.58116728,0.751134453
ENSG00000130962.17,PRRG1,5638,X,1,37349309,37457292,-0.303350577,3.833306929,8.710953241,0.007802172,0.061755219
ENSG00000130985.17,UBA1,7317,X,1,47190861,47215128,0.085593692,8.074868952,0.430636672,0.519040118,0.705995192
ENSG00000131013.3,PPIL4,85313,6,-1,149504495,149546043,-0.184288827,4.96568554,5.19477912,0.033587143,0.144174255
ENSG00000131015.5,ULBP2,80328,6,1,149942014,149949235,-0.31541126,2.345788407,2.393279305,0.137292957,0.33201726
ENSG00000131016.17,AKAP12,9590,6,1,151239967,151358559,-0.779370085,6.811767051,9.163919094,0.006574281,0.056476759
ENSG00000131018.23,SYNE1,23345,6,-1,152121687,152637801,-0.622447921,4.01399177,1.703132361,0.206466208,0.417843317
ENSG00000131019.11,ULBP3,79465,6,-1,150061053,150069121,-0.27826,3.069381062,2.998716576,0.098487438,0.275233565
ENSG00000131023.13,LATS1,9113,6,-1,149658153,149718105,-0.103622813,4.801159689,0.675816338,0.42057416,0.624566832
ENSG00000131037.15,EPS8L1,54869,19,1,55072020,55087923,0.722011438,4.95674402,4.031845299,0.05813092,0.201199276
ENSG00000131043.12,AAR2,25980,20,1,36236131,36270918,-0.029079428,5.484339982,0.084003189,0.774881122,0.881334857
ENSG00000131044.17,TTLL9,164395,20,1,31870634,31945000,0.526074101,-0.558798172,1.585548958,0.222237855,0.435741471
ENSG00000131051.22,RBM39,9584,20,-1,35701347,35742312,0.010195544,7.515112336,0.00895996,0.925514526,0.960741322
ENSG00000131061.14,ZNF341,84905,20,1,33731657,33792269,0.057579114,3.060032389,0.149561107,0.702975744,0.83615239
ENSG00000131067.17,GGT7,2686,20,-1,34844720,34872856,0.259074309,4.003658533,2.510984407,0.128497167,0.320435638
ENSG00000131069.20,ACSS2,55902,20,1,34872146,34927962,-0.03931509,5.740218754,0.190643278,0.666986571,0.811830072
ENSG00000131089.15,ARHGEF9,23229,X,-1,63634967,63809274,0.257806197,4.817013342,7.657355999,0.011775292,0.078366197
ENSG00000131094.4,C1QL1,10882,17,-1,44959693,44968303,-0.16954182,3.136135921,0.186219179,0.670626494,0.814034322
ENSG00000131095.13,GFAP,2670,17,-1,44903159,44916937,-0.022144671,1.486132933,0.005716393,0.940471408,0.967914277
ENSG00000131100.13,ATP6V1E1,529,22,-1,17592136,17628749,-0.017683219,6.463040434,0.030357485,0.863405942,0.929573513
ENSG00000131115.16,ZNF227,7770,19,1,44207547,44237268,0.05435719,4.158373833,0.266288444,0.611402844,0.770073226
ENSG00000131116.12,ZNF428,126299,19,-1,43607224,43619629,0.129385945,5.636462581,0.92609741,0.34719322,0.562914381
ENSG00000131127.14,ZNF141,7700,4,1,337814,384868,0.072091365,3.422811304,0.038323195,0.846740176,0.921291613
ENSG00000131143.8,COX4I1,1327,16,1,85798633,85807068,-0.202938535,8.294177795,0.662125156,0.425244578,0.627662116
ENSG00000131148.9,EMC8,10328,16,-1,85771758,85799608,-0.127793069,4.957188304,0.579231161,0.45535682,0.653489917
ENSG00000131149.19,GSE1,23199,16,1,85169525,85676204,0.258894468,6.212455591,2.502617832,0.129099726,0.321258695
ENSG00000131153.9,GINS2,51659,16,-1,85676198,85690073,-0.98450499,4.093420136,5.789216445,0.025751092,0.124593109
ENSG00000131165.15,CHMP1A,5119,16,-1,89640816,89657738,0.160980318,6.927777716,3.916100906,0.061539712,0.20839024
ENSG00000131171.13,SH3BGRL,6451,X,1,81202102,81298547,0.581218427,6.033782184,3.362886229,0.081371865,0.244715119
ENSG00000131174.6,COX7B,1349,X,1,77899440,77907376,-0.302314832,5.864298122,1.089329637,0.308879522,0.526992675
ENSG00000131187.9,F12,2161,5,-1,177402133,177416583,-0.525200743,3.266974102,3.543632134,0.074175234,0.23181912
ENSG00000131188.12,PRR7,80758,5,1,177446445,177456286,-0.481030153,4.286768744,6.776886558,0.016872135,0.097066927
ENSG00000131196.17,NFATC1,4772,18,1,79395856,79529325,0.286746296,3.567432537,4.74057318,0.041409968,0.16449197
ENSG00000131236.17,CAP1,10487,1,1,40040233,40072649,-0.160087116,8.292065216,2.394950757,0.137163107,0.331887541
ENSG00000131238.17,PPT1,5538,1,-1,40072710,40097260,-0.200300175,7.715436666,2.903728839,0.103621806,0.283178277
ENSG00000131242.18,RAB11FIP4,84440,17,1,31391675,31538211,0.449904825,5.43669274,25.51545404,5.84E-05,0.00379884
ENSG00000131263.12,RLIM,51132,X,-1,74582976,74614624,-0.225314123,5.896259919,10.8340935,0.00359077,0.039037665
ENSG00000131269.17,ABCB7,22,X,-1,75051048,75156732,0.016684253,4.814907004,0.050537183,0.824376615,0.907811724
ENSG00000131323.14,TRAF3,7187,14,1,102777449,102911500,-0.0164286,6.239920741,0.03072635,0.862587406,0.929428465
ENSG00000131351.15,HAUS8,93323,19,-1,17049729,17075625,-0.489627774,3.199913677,8.710650974,0.007803072,0.061755219
ENSG00000131368.8,MRPS25,64432,3,-1,15009611,15065339,-0.280412757,5.701798323,7.744962141,0.01137059,0.076466227
ENSG00000131370.16,SH3BP5,9467,3,-1,15254353,15341368,0.00526419,5.007479962,0.0012054,0.972642743,0.986113032
ENSG00000131373.14,HACL1,26061,3,-1,15560699,15601852,-0.089258622,4.562864905,0.966908867,0.337017505,0.553815517
ENSG00000131374.14,TBC1D5,9779,3,-1,17157162,18444817,0.108750039,5.417368822,1.515104413,0.232421259,0.446034244
ENSG00000131375.10,CAPN7,23473,3,1,15206152,15252916,0.005323096,4.944685141,0.003842784,0.951176405,0.973872008
ENSG00000131378.14,RFTN1,23180,3,-1,16313574,16514026,-0.390325405,0.711205217,1.302124601,0.267097252,0.4837039
ENSG00000131381.12,RBSN,64145,3,-1,15070073,15099163,0.049019042,4.973802525,0.299359179,0.59024412,0.757286417
ENSG00000131389.17,SLC6A6,6533,3,1,14402576,14489349,-0.136098419,6.032020684,1.00464227,0.327978307,0.545281139
ENSG00000131398.13,KCNC3,3748,19,-1,50311937,50333515,0.392885544,2.555141352,0.884436876,0.358036764,0.573026908
ENSG00000131408.14,NR1H2,7376,19,1,50329653,50383388,0.034957079,6.525448058,0.095210521,0.76079615,0.873055387
ENSG00000131409.13,LRRC4B,94030,19,-1,50516892,50568435,0.928268087,1.595042078,8.675567156,0.007908346,0.062255073
ENSG00000131435.13,PDLIM4,8572,5,1,132257696,132273454,0.715787925,4.245993103,1.922444332,0.180614468,0.386920458
ENSG00000131437.15,KIF3A,11127,5,-1,132692628,132737638,0.191224769,4.311747197,1.117576002,0.302848958,0.521219559
ENSG00000131446.16,MGAT1,4245,5,-1,180784780,180815652,0.183409638,7.170272768,4.118272631,0.055726371,0.196241556
ENSG00000131459.13,GFPT2,9945,5,-1,180300698,180353336,-0.632814326,2.678130664,1.787811049,0.855559944,0.925951507
ENSG00000131462.8,TUBG1,7283,17,1,42609641,42615238,-0.389312048,6.284085445,4.418657031,0.048210968,0.181172894
ENSG00000131467.10,PSME3,10197,17,1,42824385,42843760,-0.076457327,7.19122194,0.606570625,0.445058608,0.644825154
ENSG00000131469.14,RPL27,6155,17,1,42998273,43002959,-0.433763011,9.925685478,1.552055271,0.227007268,0.441048899
ENSG00000131470.14,PSMC3IP,29893,17,-1,42572310,42577831,-0.928799861,3.742819897,14.24935424,0.001164153,0.019849544
ENSG00000131473.17,ACLY,47,17,-1,41866917,41930542,-0.160158858,7.750278931,2.193903846,0.153900106,0.353799874
ENSG00000131475.7,VPS25,84313,17,1,42773449,42779599,-0.157743954,6.064872299,0.569669642,0.459050091,0.656518631
ENSG00000131495.8,NDUFA2,4695,5,-1,140638740,140647771,-0.23207135,6.159699997,0.577441292,0.456044482,0.653919435
ENSG00000131503.21,ANKHD1,54882,5,1,140401814,140539856,0.122390952,6.302127916,0.390527968,0.538977552,0.721344439
ENSG00000131504.17,DIAPH1,1729,5,-1,141515016,141619055,-0.035208451,7.982193223,0.078635495,0.7819905,0.885927746
ENSG00000131507.11,NDFIP1,80762,5,1,142108779,142154440,0.011408399,7.097379828,0.029502377,0.865323434,0.93051524
ENSG00000131508.16,UBE2D2,7322,5,1,139526431,139628434,-0.158276017,7.002951695,2.015403664,0.170871503,0.375226466
ENSG00000131558.15,EXOC4,60412,7,1,133253073,134066589,0.164015877,6.39761011,2.441433309,0.133610199,0.326971274
ENSG00000131584.19,ACAP3,116983,1,-1,1292390,1309609,0.401517784,5.895432521,10.02194326,0.004794455,0.046764165
ENSG00000131591.17,C1orf159,54991,1,-1,1081818,1116361,0.038219916,3.893306254,0.128535223,0.723653883,0.849835902
ENSG00000131620.17,ANO1,55107,11,1,69985907,70189530,-0.140357645,6.550502983,0.710896347,0.40896309,0.615527573
ENSG00000131626.18,PPFIA1,8500,11,1,70270690,70385312,0.004382751,6.270893949,0.001164549,0.973110113,0.986364153
ENSG00000131634.14,TMEM204,79652,16,1,1528688,1555580,-0.888084632,-0.448306364,4.481845414,0.046781382,0.178115093
ENSG00000131650.14,KREMEN2,79412,16,1,2964216,2968383,-0.188027444,3.485047519,0.563111343,0.461611783,0.658188919
ENSG00000131652.14,THOC6,79228,16,1,3024027,3027755,-0.237272392,5.227130843,2.179164426,0.155221494,0.35600775
ENSG00000131653.13,TRAF7,84231,16,1,2155698,2178129,-0.004335796,7.350865873,0.002660325,0.959368404,0.978763588
ENSG00000131669.10,NINJ1,4814,9,-1,93121496,93134251,0.054771988,4.861221595,0.083735162,0.775230164,0.881582973
ENSG00000131697.18,NPHP4,261734,1,-1,5862811,5992473,0.410443816,4.119728682,5.494393276,0.029344669,0.133594927
ENSG00000131711.15,MAP1B,4131,5,1,72107234,72209565,-0.683486362,4.439485697,9.98242019,0.004863527,0.0472673
ENSG00000131724.11,IL13RA1,3597,X,1,118727133,118794535,-0.073113297,6.996973574,0.732887751,0.401932547,0.610159995
ENSG00000131725.14,WDR44,54521,X,1,118346073,118449961,0.015624619,4.468806121,0.014675462,0.904768364,0.949599216
ENSG00000131732.12,ZCCHC9,84240,5,1,81301587,81313297,-0.282483992,4.975674396,6.898435196,0.016040151,0.094386286
ENSG00000131746.13,TNS4,84951,17,-1,40475828,40501623,-0.291560188,6.181894183,0.561798489,0.462127411,0.658616717
ENSG00000131747.15,TOP2A,7153,17,-1,40388525,40417896,-0.982528816,7.424328256,42.51178931,2.18E-06,0.000933814
ENSG00000131748.16,STARD3,10948,17,1,39637090,39664201,0.035605717,5.89847639,0.0954564,0.760497613,0.872787156
ENSG00000131759.18,RARA,5914,17,1,40309180,40357643,0.161349467,4.743054145,3.366098806,0.081237079,0.244427556
ENSG00000131771.14,PPP1R1B,84152,17,1,39626740,39636626,0.821677259,6.544685076,2.233761481,0.150394443,0.34957949
ENSG00000131778.19,CHD1L,9557,1,1,147242654,147295765,-0.382066492,5.910883418,19.75571036,0.000240604,0.008122652
ENSG00000131779.11,PEX11B,8799,1,-1,145911350,145918717,0.009564408,5.36874616,0.013515159,0.908592078,0.95150759
ENSG00000131781.13,FMO5,2330,1,-1,147175351,147243050,0.933711519,4.272811674,12.16079135,0.002281165,0.029701807
ENSG00000131788.16,PIAS3,10401,1,-1,145848522,145859836,0.057578619,5.779913901,0.222166265,0.642416018,0.792793748
ENSG00000131791.8,PRKAB2,5565,1,-1,147155106,147172550,-0.042299304,5.136390268,0.134648789,0.717453822,0.845577302
ENSG00000131828.13,PDHA1,5160,X,1,19343893,19361718,-0.046489543,6.484097018,0.384429657,0.542134073,0.723669207
ENSG00000131844.16,MCCC2,64087,5,1,71579531,71658706,-0.083593286,6.314330494,0.435458956,0.516733747,0.704363517
ENSG00000131845.14,ZNF304,57343,19,1,57351271,57359898,0.285636565,3.205120975,3.412974342,0.079299543,0.241381117
ENSG00000131848.9,ZSCAN5A,79149,19,-1,56219670,56368383,0.150324573,2.154221161,1.069870094,0.313129837,0.531015851
ENSG00000131871.15,SELENOS,55829,15,-1,101270817,101277500,-0.248661652,5.37610762,3.203644393,0.088390554,0.257598607
ENSG00000131873.7,CHSY1,22856,15,-1,101175727,101252048,-0.311824252,4.869729195,6.094006,0.022547928,0.114568312
ENSG00000131876.17,SNRPA1,6627,15,-1,101281510,101295282,-0.633053283,5.497781937,12.6597226,0.001934011,0.026746543
ENSG00000131899.11,LLGL1,3996,17,1,18225635,18244875,0.313920527,5.36255255,7.823428721,0.011021248,0.075083589
ENSG00000131931.8,THAP1,55145,8,-1,42836674,42843325,-0.313714777,3.468358817,7.856280204,0.010878557,0.074412692
ENSG00000131941.8,RHPN2,85415,19,-1,32978592,33064888,0.119148789,6.406411683,1.431080301,0.245362166,0.460695341
ENSG00000131943.17,C19orf12,83636,19,-1,29698937,29715789,-0.088718646,4.55668149,0.951308466,0.340856876,0.557404651
ENSG00000131944.9,FAAP24,91442,19,1,32972209,32978229,-0.57770829,2.328070102,9.768000262,0.005258039,0.049552234
ENSG00000131966.14,ACTR10,55860,14,1,58200080,58235636,-0.049692871,5.858002548,0.351915802,0.559576939,0.736284088
ENSG00000131979.19,GCH1,2643,14,-1,54842008,54902826,0.042407226,3.358837994,0.069845139,0.794224603,0.891071581
ENSG00000131981.16,LGALS3,3958,14,1,55124110,55145423,0.030870498,8.471960226,0.033350317,0.856905535,0.926753838
ENSG00000132000.13,PODNL1,79883,19,-1,13931187,13953392,0.32071888,2.642396177,0.713100485,0.408250028,0.614796517
ENSG00000132002.8,DNAJB1,3337,19,-1,14514769,14560391,-0.009651774,7.485249168,0.010005105,0.921304459,0.958803618
ENSG00000132003.9,ZSWIM4,65249,19,1,13795443,13832254,-0.038095087,3.441849413,0.027956307,0.868864501,0.932558153
ENSG00000132004.13,FBXW9,84261,19,-1,12688053,12696631,-0.059835409,3.421609253,0.185253985,0.671427452,0.814211448
ENSG00000132005.9,RFX1,5989,19,-1,13961530,14007039,0.410257966,4.138122217,3.688859847,0.068922659,0.222848828
ENSG00000132010.16,ZNF20,7568,19,-1,12092843,12140355,0.139059054,1.590897259,0.130501254,0.721642097,0.848731254
ENSG00000132016.11,BRME1,79173,19,-1,13882348,13906452,-0.168718991,1.499672885,0.188894912,0.668418938,0.812823956
ENSG00000132017.10,DCAF15,90379,19,1,13952509,13961449,-0.10282703,4.892778891,1.51679879,0.232169418,0.44592002
ENSG00000132024.17,CC2D1A,54862,19,1,13906201,13930879,0.383263869,5.355056489,6.586351232,0.01827536,0.101806904
ENSG00000132031.13,MATN3,4148,2,-1,19992052,20012668,-0.205750945,2.409228906,0.784024901,0.386272581,0.596479613
ENSG00000132109.10,TRIM21,6737,11,-1,4384897,4393702,0.069745094,4.567457517,0.476432328,0.497852334,0.689282144
ENSG00000132122.12,SPATA6,54558,1,-1,48295373,48472208,0.626880725,2.837585182,13.94750825,0.001279312,0.021098012
ENSG00000132128.16,LRRC41,10489,1,-1,46261196,46303616,0.371936466,6.223711529,28.25993002,3.17E-05,0.00273952
ENSG00000132141.14,CCT6B,10693,17,-1,34927859,34981078,0.533940119,1.422398418,5.643755984,0.649541395,0.798806043
ENSG00000132153.15,DHX30,22907,3,1,47802909,47850195,0.089955198,6.59069809,1.170558323,0.291960794,0.511197591
ENSG00000132155.11,RAF1,5894,3,-1,12582101,12664201,-0.015101318,6.443251441,0.056908726,0.813839834,0.901785214
ENSG00000132170.21,PPARG,5468,3,1,12287368,12434356,-0.162185343,5.30495876,0.478583136,0.496894818,0.688567062
ENSG00000132182.12,NUP210,23225,3,-1,13316235,13420322,-0.264374093,6.61306253,2.126012144,0.160102246,0.36225888
ENSG00000132196.14,HSD17B7,51478,1,1,162790702,162812823,-0.377342503,3.232024521,6.744063325,0.017105013,0.097711842
ENSG00000132199.20,ENOSF1,55556,18,-1,670318,712662,-0.250249037,5.377755934,13.14015144,0.001654185,0.024378413
ENSG00000132205.11,EMILIN2,84034,18,1,2847006,2916003,-0.151406928,1.877049702,0.565778847,0.460567022,0.657832874
ENSG00000132207.17,SLX1A,79008,16,1,30193875,30197561,-0.613705429,3.289704179,0.219639619,0.64430382,0.793969011
ENSG00000132254.12,ARFIP2,23647,11,-1,6474683,6481479,0.028122335,6.208747762,0.048681506,0.827575655,0.909796595
ENSG00000132256.18,TRIM5,85363,11,-1,5663195,5938619,-0.014139684,4.565440914,0.00913044,0.924811489,0.960611564
ENSG00000132274.16,TRIM22,10346,11,1,5689610,5737089,0.893677718,3.102701075,3.786473031,0.065633004,0.216976332
ENSG00000132275.11,RRP8,23378,11,-1,6595072,6603616,-0.145874077,4.032064935,1.638000767,0.215021151,0.428427795
ENSG00000132286.12,TIMM10B,26515,11,1,6481501,6484681,-0.183485268,4.704134676,2.93854315,0.101704351,0.279992723
ENSG00000132294.15,EFR3A,23167,8,1,131904093,132013642,0.017829789,6.495345169,0.028969946,0.86653186,0.931018916
ENSG00000132300.19,PTCD3,55037,2,1,86106223,86142157,-0.219372047,5.86519912,5.778530694,0.025872338,0.124910533
ENSG00000132305.20,IMMT,10989,2,-1,86143932,86195472,-0.190614729,6.938373158,7.464914703,0.012721952,0.081875154
ENSG00000132313.15,MRPL35,51318,2,1,86199355,86213790,-0.249640834,5.64323364,7.497553483,0.012555581,0.081339378
ENSG00000132321.17,IQCA1,79781,2,-1,236324147,236507535,0.478308161,0.37060185,0.890785116,0.363409334,0.577718635
ENSG00000132323.9,ILKAP,80895,2,-1,238170402,238203708,-0.235554645,4.332580047,3.687857245,0.068957419,0.222854232
ENSG00000132326.12,PER2,8864,2,-1,238244044,238290102,0.532017642,4.222833869,3.51649578,0.075207198,0.233850636
ENSG00000132329.11,RAMP1,10267,2,1,237858893,237912106,0.35506466,5.574609367,1.710574377,0.210199487,0.422468978
ENSG00000132330.17,SCLY,51540,2,1,238060924,238099413,-0.065111171,4.051855614,0.186271821,0.670582881,0.814034322
ENSG00000132334.16,PTPRE,5791,10,1,127907103,128085855,-0.132079768,4.172123946,0.800239507,0.381496847,0.592501156
ENSG00000132341.12,RAN,5901,12,1,130872037,130877678,-0.61541713,8.866468949,8.702731498,0.007826699,0.061841217
ENSG00000132356.11,PRKAA1,5562,5,-1,40759389,40798374,-0.005227314,6.582073759,0.001455331,0.969941387,0.984634146
ENSG00000132357.14,CARD6,84674,5,1,40841308,40860175,0.146789721,4.168019156,1.03640188,0.320629785,0.538503941
ENSG00000132359.15,RAP1GAP2,23108,17,1,2755705,3037741,0.238197649,6.343181653,2.777999286,0.110909695,0.294781688
ENSG00000132361.17,CLUH,23277,17,-1,2689386,2712663,0.096387556,7.289824107,0.576896968,0.456253946,0.654150149
ENSG00000132376.20,INPP5K,51763,17,-1,1494577,1516742,0.058473955,5.008862052,0.285462242,0.598941378,0.763173406
ENSG00000132382.14,MYBBP1A,10514,17,-1,4538897,4555386,-0.007791566,6.200389823,0.003118086,0.956014876,0.976901865
ENSG00000132383.11,RPA1,6117,17,1,1829702,1900082,-0.084362509,6.872294993,0.754012636,0.39534995,0.604880035
ENSG00000132386.11,SERPINF1,5176,17,1,1762029,1777565,0.590912679,4.914920555,2.665222875,0.117965891,0.305503898
ENSG00000132388.12,UBE2G1,7326,17,-1,4269259,4366675,-0.147618083,5.772586549,5.325313193,0.031659024,0.139322869
ENSG00000132394.11,EEFSEC,60678,3,1,128153481,128408646,0.01785548,4.681043452,0.024879992,0.876223534,0.936278835
ENSG00000132405.19,TBC1D14,57533,4,1,6909242,7033118,0.140086314,6.219725373,2.3378001,0.141687837,0.338145789
ENSG00000132406.12,TMEM128,85013,4,-1,4235542,4248223,-0.206280495,4.034211478,1.689791517,0.208183168,0.420046026
ENSG00000132423.12,COQ3,51805,6,-1,99369401,99394195,-0.368702151,3.040141926,3.878122115,0.062707794,0.21075773
ENSG00000132424.16,PNISR,25957,6,-1,99397629,99425331,0.204009837,6.185997573,0.622195028,0.43934036,0.639912916
ENSG00000132429.10,POPDC3,64208,6,-1,105157900,105180014,0.158250512,2.585500448,0.046868015,0.830764496,0.911826056
ENSG00000132432.14,SEC61G,23480,7,-1,54752250,54759974,-0.67224798,6.1406333,6.541765796,0.018622293,0.102804217
ENSG00000132434.9,LANCL2,55915,7,1,55365337,55433737,0.137433907,4.91232149,3.959789293,0.060226792,0.205739445
ENSG00000132436.11,FIGNL1,63979,7,-1,50444128,50542535,-0.581316004,4.340885716,19.29559605,0.000271935,0.008742146
ENSG00000132437.18,DDC,1644,7,-1,50458436,50565405,0.28129183,3.466568862,1.061771439,0.318807844,0.53644829
ENSG00000132463.14,GRSF1,2926,4,-1,70815783,70839897,-0.203915303,6.780816842,7.376510815,0.013185074,0.083699906
ENSG00000132466.18,ANKRD17,26057,4,-1,73073376,73258798,0.005375821,6.527609692,0.001503979,0.969443389,0.984276961
ENSG00000132467.4,UTP3,57050,4,1,70688532,70690551,-0.114265677,5.119145611,1.881906711,0.185076619,0.392224993
ENSG00000132470.14,ITGB4,3691,17,1,75721328,75757818,-0.015046837,9.035323312,0.007457144,0.932029761,0.963428815
