,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,logFC,logCPM,F,PValue,FDR
ENSG00000135974.10,ENSG00000135974,C2orf49,79074,2,1,105337532,105349211,protein_coding,-0.005609831,4.656734687,0.009090985,0.924433254,0.955328008
ENSG00000135976.19,ENSG00000135976,ANKRD36,375248,2,1,97113153,97264521,protein_coding,0.161451066,3.157793516,1.609675919,0.210606901,0.326156748
ENSG00000135999.12,ENSG00000135999,EPC2,26122,2,1,148644440,148787569,protein_coding,0.146018381,4.698797495,6.681376103,0.012811433,0.033804115
ENSG00000136002.18,ENSG00000136002,ARHGEF4,50649,2,1,130836914,131047263,protein_coding,-0.367142455,3.937087893,3.415478188,0.070704224,0.137608134
ENSG00000136003.15,ENSG00000136003,ISCU,23479,12,1,108562582,108569368,protein_coding,0.101143721,6.196562957,1.372901366,0.247051142,0.368728962
ENSG00000136010.14,ENSG00000136010,ALDH1L2,160428,12,-1,105019784,105107643,protein_coding,0.421557208,0.600177068,2.972446979,0.091077772,0.168449484
ENSG00000136021.18,ENSG00000136021,SCYL2,55681,12,1,100267140,100341715,protein_coding,-0.049627105,5.865786359,0.888444963,0.35058146,0.480987193
ENSG00000136026.14,ENSG00000136026,CKAP4,10970,12,-1,106237881,106304279,protein_coding,-0.11523048,6.562023537,3.638882103,0.268423294,0.393605679
ENSG00000136040.9,ENSG00000136040,PLXNC1,10154,12,1,94148577,94307675,protein_coding,0.004989424,1.787504937,0.000704225,0.978937973,0.988329673
ENSG00000136044.12,ENSG00000136044,APPL2,55198,12,-1,105173297,105236203,protein_coding,0.172961562,5.82208746,7.450984532,0.00881578,0.024811649
ENSG00000136045.12,ENSG00000136045,PWP1,11137,12,1,107685799,107713162,protein_coding,-0.175365422,6.041298262,14.17288234,0.000451674,0.002015253
ENSG00000136048.14,ENSG00000136048,DRAM1,55332,12,1,101877580,102012130,protein_coding,0.001150208,4.630222097,0.000401083,0.984104137,0.991699283
ENSG00000136051.14,ENSG00000136051,WASHC4,23325,12,1,105107324,105169130,protein_coding,-0.133427809,5.527830444,5.305715016,0.025594761,0.059781765
ENSG00000136052.9,ENSG00000136052,SLC41A2,84102,12,-1,104801801,104958744,protein_coding,0.245390916,4.39797447,11.07910321,0.001674983,0.006102792
ENSG00000136059.14,ENSG00000136059,VILL,50853,3,1,37988059,38007188,protein_coding,0.813710887,4.973419014,19.10054633,6.54E-05,0.000383794
ENSG00000136068.14,ENSG00000136068,FLNB,2317,3,1,58008398,58172251,protein_coding,-0.041647467,9.752525423,0.183561416,0.67023151,0.771032406
ENSG00000136098.17,ENSG00000136098,NEK3,4752,13,-1,52132639,52159861,protein_coding,-0.048783309,3.654387315,0.473103449,0.494846989,0.621458899
ENSG00000136100.14,ENSG00000136100,VPS36,51028,13,-1,52412602,52450634,protein_coding,-0.109158303,5.494365921,6.340279005,0.015163737,0.038965192
ENSG00000136104.20,ENSG00000136104,RNASEH2B,79621,13,1,50909747,51024120,protein_coding,-0.222878004,4.600179182,4.960871557,0.03061238,0.069372267
ENSG00000136108.15,ENSG00000136108,CKAP2,26586,13,1,52455429,52476628,protein_coding,-0.253626394,6.008653253,15.6934069,0.000244239,0.001179212
ENSG00000136111.13,ENSG00000136111,TBC1D4,9882,13,-1,75283503,75482169,protein_coding,-0.617008584,5.03419704,33.21318288,5.62E-07,6.73E-06
ENSG00000136114.17,ENSG00000136114,THSD1,55901,13,-1,52377167,52416373,protein_coding,0.350698787,2.524161221,2.504116168,0.483641816,0.611536802
ENSG00000136122.16,ENSG00000136122,BORA,79866,13,1,72727749,72756198,protein_coding,-0.429696712,3.563618207,24.5772107,9.17E-06,7.20E-05
ENSG00000136141.15,ENSG00000136141,LRCH1,23143,13,1,46553168,46753040,protein_coding,-0.502704948,4.70353722,54.21866382,1.95E-09,7.03E-08
ENSG00000136143.15,ENSG00000136143,SUCLA2,8803,13,-1,47745736,48037968,protein_coding,-0.135207065,5.042790523,6.416450479,0.014601156,0.037713821
ENSG00000136144.12,ENSG00000136144,RCBTB1,55213,13,-1,49531946,49585558,protein_coding,0.059466799,4.50123817,0.851790967,0.360625492,0.492260374
ENSG00000136146.14,ENSG00000136146,MED4,29079,13,-1,48053323,48095131,protein_coding,-0.050736494,5.176682842,0.752880173,0.389848748,0.521326828
ENSG00000136147.18,ENSG00000136147,PHF11,51131,13,1,49495610,49528981,protein_coding,0.258313463,3.497402822,11.01280493,0.001724356,0.006258979
ENSG00000136152.15,ENSG00000136152,COG3,83548,13,1,45464898,45536701,protein_coding,0.032950944,4.82552957,0.255647815,0.615421642,0.725451082
ENSG00000136153.20,ENSG00000136153,LMO7,4008,13,1,75620434,75859870,protein_coding,-0.306303565,7.617113108,4.138665916,0.047414404,0.099141884
ENSG00000136155.17,ENSG00000136155,SCEL,8796,13,1,77535674,77645263,protein_coding,-0.548447235,4.58144187,3.209231967,0.080200533,0.151919727
ENSG00000136156.14,ENSG00000136156,ITM2B,9445,13,1,48232612,48270357,protein_coding,0.27267324,8.072425016,27.73371218,3.18E-06,2.91E-05
ENSG00000136158.12,ENSG00000136158,SPRY2,10253,13,-1,80335976,80341126,protein_coding,-0.982249264,5.412880135,53.09652379,2.56E-09,8.60E-08
ENSG00000136159.4,ENSG00000136159,NUDT15,55270,13,1,48037726,48047221,protein_coding,-0.486069357,4.597141024,37.66203983,1.50E-07,2.26E-06
ENSG00000136161.12,ENSG00000136161,RCBTB2,1102,13,-1,48488963,48533256,protein_coding,0.457363682,2.710401277,31.96087484,8.26E-07,9.23E-06
ENSG00000136169.16,ENSG00000136169,SETDB2,83852,13,1,49444274,49495003,protein_coding,0.367741156,3.256298499,24.01136824,1.11E-05,8.48E-05
ENSG00000136193.17,ENSG00000136193,SCRN1,9805,7,-1,29920104,29990289,protein_coding,0.047864331,7.356656013,0.789665187,0.37859768,0.509665275
ENSG00000136197.12,ENSG00000136197,C7orf25,79020,7,-1,42909273,42912305,protein_coding,0.133638142,3.919422603,2.299675139,0.135907332,0.231496176
ENSG00000136205.17,ENSG00000136205,TNS3,64759,7,-1,47275154,47582558,protein_coding,0.581584826,7.201991301,25.58718507,6.50E-06,5.38E-05
ENSG00000136213.10,ENSG00000136213,CHST12,55501,7,1,2403588,2448484,protein_coding,0.353288821,4.387553074,49.14161239,6.81E-09,1.86E-07
ENSG00000136231.14,ENSG00000136231,IGF2BP3,10643,7,-1,23310209,23470491,protein_coding,-0.186629407,5.615262583,4.773352226,0.033777905,0.07522956
ENSG00000136237.18,ENSG00000136237,RAPGEF5,9771,7,-1,22118236,22357154,protein_coding,-0.152559797,3.805221793,0.61239192,0.437701663,0.568767258
ENSG00000136238.18,ENSG00000136238,RAC1,5879,7,1,6374527,6403967,protein_coding,-0.129568986,8.498244607,7.915006004,0.007065664,0.020645226
ENSG00000136240.10,ENSG00000136240,KDELR2,11014,7,-1,6445953,6484190,protein_coding,0.005603668,7.597566473,0.013418603,0.908259793,0.944949364
ENSG00000136243.17,ENSG00000136243,NUP42,11097,7,1,23181841,23201011,protein_coding,-0.011231975,4.192924758,0.022896825,0.88035478,0.927015235
ENSG00000136247.14,ENSG00000136247,ZDHHC4,55146,7,1,6577434,6589374,protein_coding,-0.022597027,5.697568156,0.057585543,0.811367301,0.879253222
ENSG00000136250.11,ENSG00000136250,AOAH,313,7,-1,36512941,36724549,protein_coding,0.63031325,0.476088309,6.65595118,0.013349534,0.034977286
ENSG00000136261.15,ENSG00000136261,BZW2,28969,7,1,16646131,16706523,protein_coding,-0.124275995,6.494360908,2.043489056,0.159283539,0.262260026
ENSG00000136270.14,ENSG00000136270,TBRG4,9238,7,-1,45100100,45112047,protein_coding,-0.406672034,6.301541849,52.42472059,3.01E-09,9.83E-08
ENSG00000136271.10,ENSG00000136271,DDX56,54606,7,-1,44565804,44575051,protein_coding,-0.262864274,6.248880795,17.90865015,0.000102815,0.000564811
ENSG00000136273.13,ENSG00000136273,HUS1,3364,7,-1,47963288,47979615,protein_coding,-0.315298731,3.761128546,18.2213753,9.12E-05,0.000510183
ENSG00000136279.20,ENSG00000136279,DBNL,28988,7,1,44044640,44069456,protein_coding,-0.029284731,6.711125635,0.421028522,0.519492158,0.645352704
ENSG00000136280.16,ENSG00000136280,CCM2,83605,7,1,44999475,45076469,protein_coding,-0.100618477,5.56859168,1.266838676,0.265912347,0.390817164
ENSG00000136295.15,ENSG00000136295,TTYH3,80727,7,1,2631961,2664802,protein_coding,0.203308831,7.093832065,8.318003816,0.005843774,0.017605823
ENSG00000136305.11,ENSG00000136305,CIDEB,27141,14,-1,24305187,24311430,protein_coding,0.078628414,3.239694988,0.543299937,0.464627459,0.59349771
ENSG00000136319.12,ENSG00000136319,TTC5,91875,14,-1,20256558,20305960,protein_coding,0.004690697,4.611313744,0.007271532,0.932395988,0.960784421
ENSG00000136367.14,ENSG00000136367,ZFHX2,85446,14,-1,23520857,23556192,protein_coding,0.423914006,1.573089153,3.817306405,0.056519349,0.114707794
ENSG00000136371.10,ENSG00000136371,MTHFS,10588,15,-1,79833585,79897379,protein_coding,-0.174453456,4.572427327,2.410329865,0.127053644,0.220004188
ENSG00000136378.15,ENSG00000136378,ADAMTS7,11173,15,-1,78759206,78811464,protein_coding,0.058144586,1.490529192,0.055736375,0.814362773,0.881384312
ENSG00000136379.12,ENSG00000136379,ABHD17C,58489,15,1,80679684,80755621,protein_coding,-0.261603842,5.426922435,25.37519521,6.98E-06,5.70E-05
ENSG00000136381.13,ENSG00000136381,IREB2,3658,15,1,78437431,78501453,protein_coding,-0.103657686,5.760301969,3.891238051,0.054266972,0.110888367
ENSG00000136383.6,ENSG00000136383,ALPK3,57538,15,1,84817356,84873479,protein_coding,0.128427543,2.992291017,0.669950747,0.417081548,0.547892379
ENSG00000136425.13,ENSG00000136425,CIB2,10518,15,-1,78104606,78131535,protein_coding,0.303496223,3.527447357,2.247866292,0.140295281,0.237230409
ENSG00000136436.14,ENSG00000136436,CALCOCO2,10241,17,1,48831018,48866522,protein_coding,0.12735148,6.109324898,9.487742189,0.003406253,0.011204451
ENSG00000136444.10,ENSG00000136444,RSAD1,55316,17,1,50478860,50485974,protein_coding,0.066266624,5.236092083,2.114027538,0.15241054,0.253253412
ENSG00000136448.12,ENSG00000136448,NMT1,4836,17,1,44957992,45109016,protein_coding,-0.071917387,7.024169562,4.668787526,0.03569524,0.078783367
ENSG00000136450.13,ENSG00000136450,SRSF1,6426,17,-1,58000919,58007346,protein_coding,-0.485193608,7.940162981,64.65597386,1.81E-10,1.16E-08
ENSG00000136451.9,ENSG00000136451,VEZF1,7716,17,-1,57971547,57988259,protein_coding,-0.006531765,6.23562574,0.012805688,0.910370139,0.946413967
ENSG00000136463.8,ENSG00000136463,TACO1,51204,17,1,63600882,63608365,protein_coding,0.055451946,4.905695588,1.083664023,0.303052846,0.431696471
ENSG00000136478.7,ENSG00000136478,TEX2,55852,17,-1,64147227,64263260,protein_coding,-0.145515966,5.28978789,6.011676094,0.017869796,0.04464135
ENSG00000136485.15,ENSG00000136485,DCAF7,10238,17,1,63550222,63594286,protein_coding,-0.082277232,7.203580047,2.124138589,0.151453962,0.252111328
ENSG00000136490.9,ENSG00000136490,LIMD2,80774,17,-1,63695888,63701172,protein_coding,-0.191015992,3.088797979,1.608629376,0.210752877,0.326303592
ENSG00000136492.8,ENSG00000136492,BRIP1,83990,17,-1,61679139,61863559,protein_coding,-1.123214602,3.684202671,63.27302323,2.44E-10,1.42E-08
ENSG00000136504.12,ENSG00000136504,KAT7,11143,17,1,49788624,49835026,protein_coding,-0.041115279,5.413375957,0.620778124,0.434601062,0.565884611
ENSG00000136514.3,ENSG00000136514,RTP4,64108,3,1,187368385,187372076,protein_coding,0.597400228,2.296590843,9.120464651,0.004224414,0.013352582
ENSG00000136518.17,ENSG00000136518,ACTL6A,86,3,1,179562886,179588407,protein_coding,-0.340209177,6.238812694,31.82615397,8.61E-07,9.56E-06
ENSG00000136521.13,ENSG00000136521,NDUFB5,4711,3,1,179604690,179627647,protein_coding,0.145858251,6.446813883,1.920958049,0.172105471,0.278371951
ENSG00000136522.13,ENSG00000136522,MRPL47,57129,3,-1,179588285,179604649,protein_coding,-0.149177786,5.150349973,1.831798866,0.182204196,0.291345029
ENSG00000136527.18,ENSG00000136527,TRA2B,6434,3,-1,185914558,185938103,protein_coding,-0.522332074,7.171936365,53.11871757,2.55E-09,8.59E-08
ENSG00000136531.16,ENSG00000136531,SCN2A,6326,2,1,165194993,165392310,protein_coding,0.2256774,2.473287657,0.507954245,0.479448683,0.607485068
ENSG00000136536.15,ENSG00000136536,MARCHF7,64844,2,1,159712457,159771027,protein_coding,-0.041846629,6.103600859,0.756376023,0.388758835,0.520431475
ENSG00000136542.9,ENSG00000136542,GALNT5,11227,2,1,157257705,157318491,protein_coding,0.054101439,6.153522452,0.089204089,0.766617252,0.845367534
ENSG00000136560.13,ENSG00000136560,TANK,10010,2,1,161136908,161236230,protein_coding,-0.101823734,5.310764613,2.843382487,0.098189246,0.178771617
ENSG00000136574.17,ENSG00000136574,GATA4,2626,8,1,11676959,11760002,protein_coding,0.372603543,2.014386841,2.179416488,0.148024046,0.247718213
ENSG00000136603.14,ENSG00000136603,SKIL,6498,3,1,170357342,170396835,protein_coding,-0.270917386,5.184588931,8.374296035,0.005691768,0.017224919
ENSG00000136628.18,ENSG00000136628,EPRS1,2058,1,-1,219968600,220046530,protein_coding,-0.210204337,7.308099171,9.741718438,0.003035924,0.010134795
ENSG00000136630.13,ENSG00000136630,HLX,3142,1,1,220879431,220885059,protein_coding,-0.163393764,-0.173743495,0.4285484,0.515801876,0.641715274
ENSG00000136631.14,ENSG00000136631,VPS45,11311,1,1,150067279,150145329,protein_coding,0.08223807,5.252977004,3.474753305,0.068384888,0.133823296
ENSG00000136636.13,ENSG00000136636,KCTD3,51133,1,1,215567304,215621807,protein_coding,-0.058801876,6.161703524,2.085039999,0.155192231,0.257094988
ENSG00000136643.12,ENSG00000136643,RPS6KC1,26750,1,1,213051233,213274774,protein_coding,0.063117916,4.728630419,1.044134615,0.311943495,0.440818179
ENSG00000136682.14,ENSG00000136682,ZNG1B,150472,2,1,113437691,113496204,protein_coding,-0.080832338,4.927984481,0.940224538,0.33704212,0.467410415
ENSG00000136689.18,ENSG00000136689,IL1RN,3557,2,1,113099315,113134016,protein_coding,0.202888678,2.010685732,0.394254244,0.599812606,0.713230562
ENSG00000136699.19,ENSG00000136699,SMPD4,55627,2,-1,130151392,130182750,protein_coding,-0.190606294,6.509861429,20.2593629,4.26E-05,0.00026427
ENSG00000136709.12,ENSG00000136709,WDR33,55339,2,-1,127701027,127811187,protein_coding,-0.037547041,6.547910298,1.264254895,0.266394182,0.391225112
ENSG00000136710.10,ENSG00000136710,CCDC115,84317,2,-1,130337933,130342699,protein_coding,0.510179337,5.512908118,43.59000443,2.89E-08,5.92E-07
ENSG00000136715.18,ENSG00000136715,SAP130,79595,2,-1,127941217,128028120,protein_coding,0.03794469,5.063821465,0.297686563,0.587842912,0.702532519
ENSG00000136717.15,ENSG00000136717,BIN1,274,2,-1,127048027,127107288,protein_coding,0.014014784,5.716202753,0.036417784,0.849453742,0.9057772
ENSG00000136718.9,ENSG00000136718,IMP4,92856,2,1,130342877,130347967,protein_coding,-0.374237929,5.550429848,15.85522319,0.000229007,0.001115635
ENSG00000136720.7,ENSG00000136720,HS6ST1,9394,2,-1,128236716,128318868,protein_coding,0.364393274,5.273621115,19.07267317,6.61E-05,0.00038665
ENSG00000136731.12,ENSG00000136731,UGGT1,56886,2,1,128091200,128195677,protein_coding,-0.253855201,6.445349936,8.96017141,0.004336379,0.013650624
ENSG00000136738.15,ENSG00000136738,STAM,8027,10,1,17644151,17716824,protein_coding,-0.260840935,4.689655915,26.70548695,4.46E-06,3.89E-05
ENSG00000136754.17,ENSG00000136754,ABI1,10006,10,-1,26746593,26861087,protein_coding,0.103424778,6.212972054,7.995691487,0.006800956,0.019993208
ENSG00000136758.18,ENSG00000136758,YME1L1,10730,10,-1,27110111,27155266,protein_coding,-0.233263962,7.407927716,40.86561868,6.09E-08,1.10E-06
ENSG00000136770.11,ENSG00000136770,DNAJC1,64215,10,-1,21756548,22003769,protein_coding,0.082228621,4.721027355,1.272912745,0.264783988,0.389456247
ENSG00000136783.10,ENSG00000136783,NIPSNAP3A,25934,9,1,104747683,104760120,protein_coding,0.355542222,5.085890155,24.42332912,9.67E-06,7.53E-05
ENSG00000136802.11,ENSG00000136802,LRRC8A,56262,9,1,128882133,128918039,protein_coding,-0.029043312,7.135100226,0.267307048,0.60749927,0.718754077
ENSG00000136807.13,ENSG00000136807,CDK9,1025,9,1,127785679,127790792,protein_coding,0.117089596,5.936863291,13.16191686,0.00068676,0.002879134
ENSG00000136810.13,ENSG00000136810,TXN,7295,9,-1,110243810,110256507,protein_coding,-0.251895451,8.630071776,2.770151511,0.102500497,0.184904471
ENSG00000136811.16,ENSG00000136811,ODF2,4957,9,1,128455186,128501292,protein_coding,-0.423402153,5.125321627,34.1577721,4.22E-07,5.30E-06
ENSG00000136813.14,ENSG00000136813,ECPAS,23392,9,-1,111360685,111484745,protein_coding,-0.064621824,7.064793814,1.392502135,0.243751823,0.364774698
ENSG00000136816.16,ENSG00000136816,TOR1B,27348,9,1,129803157,129811281,protein_coding,0.008289165,5.295149004,0.030813209,0.861390286,0.914336261
ENSG00000136819.15,ENSG00000136819,C9orf78,51759,9,-1,129827290,129835863,protein_coding,-0.044037627,5.96789803,0.864795234,0.357016549,0.488224662
ENSG00000136824.19,ENSG00000136824,SMC2,10592,9,1,104094260,104141419,protein_coding,-0.600128144,5.61016384,47.09812982,1.15E-08,2.82E-07
ENSG00000136826.15,ENSG00000136826,KLF4,9314,9,-1,107484852,107490482,protein_coding,0.11643959,5.924715834,0.701272621,0.406473582,0.537733171
ENSG00000136827.12,ENSG00000136827,TOR1A,1861,9,-1,129812942,129824244,protein_coding,-0.089898295,5.851668675,2.321917154,0.134072208,0.229210895
ENSG00000136828.19,ENSG00000136828,RALGPS1,9649,9,1,126914774,127223166,protein_coding,0.983070057,3.653288929,67.18822354,1.05E-10,7.89E-09
ENSG00000136830.12,ENSG00000136830,NIBAN2,64855,9,-1,127505339,127578989,protein_coding,-0.234444551,8.7907205,10.45730837,0.002203381,0.007737108
ENSG00000136840.19,ENSG00000136840,ST6GALNAC4,27090,9,-1,127907886,127917041,protein_coding,0.134514469,4.534208509,2.178895614,0.146393217,0.245538119
ENSG00000136842.14,ENSG00000136842,TMOD1,7111,9,1,97501180,97601743,protein_coding,0.355896678,2.751459117,17.86545551,0.00010453,0.000572599
ENSG00000136848.17,ENSG00000136848,DAB2IP,153090,9,1,121567057,121785530,protein_coding,0.205025532,6.328041986,7.222447806,0.009841763,0.02720471
ENSG00000136854.21,ENSG00000136854,STXBP1,6812,9,1,127579370,127696027,protein_coding,0.151162822,4.874104495,2.842699148,0.09822852,0.178778296
ENSG00000136856.17,ENSG00000136856,SLC2A8,29988,9,1,127397138,127408424,protein_coding,0.173001165,3.434407887,2.862984368,0.097070118,0.177128741
ENSG00000136859.10,ENSG00000136859,ANGPTL2,23452,9,-1,127087348,127122635,protein_coding,-0.139307804,4.823907919,0.313003699,0.578423401,0.695160886
ENSG00000136861.18,ENSG00000136861,CDK5RAP2,55755,9,-1,120388875,120580170,protein_coding,-0.214501527,5.823031799,6.666090138,0.01290807,0.034012461
ENSG00000136866.13,ENSG00000136866,ZFP37,7539,9,-1,113038377,113056759,protein_coding,0.326440072,1.54341369,1.730670243,0.197287864,0.31008956
ENSG00000136867.11,ENSG00000136867,SLC31A2,1318,9,1,113150976,113164140,protein_coding,0.106502115,1.640350414,0.612750048,0.437568553,0.568649146
ENSG00000136868.11,ENSG00000136868,SLC31A1,1317,9,1,113221544,113264492,protein_coding,-0.322431568,5.588971839,45.75558147,1.63E-08,3.71E-07
ENSG00000136869.15,ENSG00000136869,TLR4,7099,9,1,117704175,117724735,protein_coding,-0.904931339,2.743273039,10.06259033,0.002974008,0.009962669
ENSG00000136870.10,ENSG00000136870,ZNF189,7743,9,1,101398851,101410660,protein_coding,-0.004693845,4.279321344,0.003754225,0.951395187,0.972181245
ENSG00000136874.11,ENSG00000136874,STX17,55014,9,1,99906654,99974534,protein_coding,0.114273457,4.919500899,5.271662558,0.026048422,0.06069404
ENSG00000136875.12,ENSG00000136875,PRPF4,9128,9,1,113275642,113294009,protein_coding,-0.406811846,5.945325856,60.23629819,4.81E-10,2.43E-08
ENSG00000136877.14,ENSG00000136877,FPGS,2356,9,1,127794597,127814327,protein_coding,0.040282258,6.061011103,0.327049577,0.570048889,0.688598201
